training,validation
2.1899963112482412,1.9527400479289296
1.885393198651206,1.7414558203363701
1.7563062992745366,1.6819620021233022
1.6758014641700492,1.6603835205716635
1.6362892086879952,1.6150862656719658
1.5981730930067009,1.5664871331667445
1.5846281423756825,1.5282700589284046
1.5845665375086928,1.604534714287251
1.5601273326845848,1.5268928755185576
1.552209781200308,1.4947805521112756
1.5369239932294558,1.6371102734987335
1.533348788617086,1.5475384059404476
1.5236881945245881,1.5068831896427857
1.5113638382195984,1.4670531934344464
1.5066074176338469,1.5485445908920585
1.4992012808542308,1.6021699645171985
1.4876926035546305,1.4660700612553017
1.4765967139416667,1.4662409825378204
1.4745764566231687,1.4619774349946726
1.4594111155948466,1.5032349205141635
1.446735349338053,1.5107821882248809
1.444540062821027,1.4818589986539616
1.424920226995508,1.4676379752696218
1.4246146379244102,1.4834880258809517
1.4117740714146285,1.454441595817081
1.3957734607786616,1.4740288609197179
1.3929813103990438,1.449453632102894
1.3779034572431441,1.4725051587403555
1.3683928024588574,1.4314815810268888
1.359143675542581,1.427379838644498
1.347480576820509,1.43275409200501
1.330744382801169,1.493511334031225
1.3199396380921091,1.42286422274639
1.3045629906320457,1.4167305646587007
1.2951361913684865,1.424224795309951
1.2875041249229695,1.435519605944983
1.268204104105988,1.406239224948267
1.2560916578578236,1.4199590690883215
1.2453595257648076,1.4446636928771925
1.230516706485548,1.4219772238841168
1.2037497499364291,1.4169203681902673
1.1997157812971795,1.3886798172584427
1.1798500882203133,1.3778906367846442
1.1671965473346533,1.4617242947451343
1.1513323877607986,1.4252680714181005
1.134580939235001,1.4228832252072743
1.119454176986185,1.3751227643969615
1.1142125864213164,1.4138808740716158
1.0969420438696944,1.4153586616293963
1.0744628298205465,1.4048813806374087
1.0655682168949172,1.4316221671057587
1.0538539849967092,1.397827260197736
1.0318896029344446,1.4254886963566182
1.035356921994221,1.4106673629612598
1.0191850740800263,1.4321222996566305
0.9977279729904076,1.4391300393665871
0.9733803941942774,1.412904152894874
0.9648728155840992,1.4394109276035112
