time
2195.1091655818745
2191.924019968603
2192.5719210929237
2191.558124581352
2191.658212875016
2189.6434505679645
2189.980039998889
2198.4160634190775
2193.3377683069557
2192.0789522379637
2195.267118395772
2194.450065158773
2250.6044931020588
2326.206193230115
2355.1860801130533
2380.186979745049
2379.0231365617365
2369.8975740494207
2372.3685019603
2368.8459292510524
2366.997334475629
2367.2376275607385
2418.2413677293807
2433.592660462018
2430.7653044182807
2434.456164561212
2431.354811939411
2430.576298417989
2432.9148511830717
2434.6394790331833
2429.912174222991
2433.5241332030855
2431.550574347377
2304.066607188899
2348.928808688186
2485.380041300319
2391.0460540722124
2372.892333310563
2340.7944693099707
2330.696004624944
2371.0565880159847
2382.6880184956826
2399.806168845389
2404.1592040881515
2402.398010903038
2402.4458755762316
2404.640490809921
2403.2439471296966
2401.9137069121934
2403.9889831468463
2399.5879731122404
2404.4767247834243
2402.1096296058968
2400.9824634911492
2400.5938613992184
2268.381006341893
2190.5249055130407
2189.6908361618407
2187.171742751263
2189.5401458488777
2187.0026887222193
2188.4355907919817
2187.4654180496
2188.1368825058453
2190.116776846815
2188.177350469865
2187.8889362616464
2191.1494533959776
2190.2191424458288
2193.7430588281713
2190.442970746197
2190.95429105917
2191.3429734972306
2188.8550800583325
2190.021116232034
2189.300543665886
2190.213174595963
2189.4250430301763
2188.0420540240593
2186.874941864051
2188.757194388192
2189.3170204730704
2188.0902614439838
2187.3421063469723
2188.1875934549607
2188.6944526969455
2190.7897775289603
2189.1546995108947
2189.9457793873735
2189.526242343243
2188.608109512832
2189.8346544420347
2190.7509387689643
2190.7052056589164
