training,validation
2.1853697512060752,1.863165612620638
1.8853158424948153,1.7520861616758248
1.7469924046666871,1.6209078083876614
1.6554247106692064,1.5948868068805875
1.607868440605877,1.5532025822559163
1.5807562767384435,1.531505130652172
1.5785054129497686,1.558470891012728
1.5677866045803845,1.57209955435526
1.5666774641002725,1.5996075275478712
1.5532177694571385,1.5675918882969284
1.539091436135561,1.5273019049035965
1.53325284127914,1.5041223114104694
1.5174561273044598,1.502572564431843
1.5129391963561936,1.571115973051935
1.5153600191459733,1.472454166611611
1.499466321355125,1.4824661455185162
1.4846055309067125,1.5363652443046658
1.4859919418487102,1.546133759675986
1.4800892351714128,1.4619694930483462
1.4661018087085864,1.4599478216224102
1.4562648480732032,1.4480158450160054
1.4493914021538177,1.5370182652458506
1.445547524060721,1.462171969214873
1.4290236649765014,1.454511235213643
1.4237159231968006,1.5234874768133304
1.419756418013886,1.4292808289755334
1.4151268880134014,1.5186981520580833
1.401093449618935,1.4404732877465853
1.38842527744125,1.466606383621414
1.3808972029228208,1.4482383646502341
1.3663803449361647,1.4577621562964167
1.3692091641579556,1.5234289502511114
1.3551103987175264,1.4599500990351635
1.341268585915266,1.48818929851907
1.3339004465111999,1.5064750844839259
1.3220619758429784,1.4918085385398896
1.3243342222099874,1.4645301104409911
