training,validation
2.4192235350883187,1.914518558899417
1.9134487420737092,1.7664245803604028
1.9516033086975362,1.7321728532761345
1.869116541151932,1.8302399815135515
1.7160126871739907,1.8460037648616188
1.6250823477591987,1.6042767454955313
1.6031655528904976,1.5777616167467408
1.5661369835743368,1.5793287558478533
1.553040679223338,1.5692065382036648
1.5492437858205936,1.6010154199113782
1.5392087913636614,1.5584790371625328
1.5289604807918988,1.5813233824050488
1.5303532754343923,1.5702383783032154
1.5158625863097273,1.5606633836321144
1.5169986318783892,1.5698687728325802
1.5025669539963518,1.5476862427425588
1.4938573440875251,1.531475661640768
1.489890502402002,1.5401435569866317
1.4854785493834624,1.5609131890390353
1.4787629744813136,1.505797938814195
1.4693458371918935,1.5255172354578803
1.4661244634191888,1.4974451122191554
1.4648424175407124,1.5358082422951838
1.4569187319580645,1.5757152344961192
1.451331982343136,1.499960697175742
1.4497205255665442,1.5120698861100317
1.434717540459961,1.506885021940595
1.441720924754056,1.4817865264164367
1.429737232072704,1.4962540851862312
1.4229426960417315,1.4905715051084911
1.4096744097409146,1.512675862097997
1.4080775278731692,1.4975220766892041
1.3957188322794087,1.4529990356977693
1.3944845957992746,1.4659675844383073
1.3834187002202574,1.4992575496803455
1.381612018993587,1.4541907975463624
1.3704104421780996,1.452113940118436
1.3643460769415439,1.4765182337104954
1.355920919035974,1.4419968725999233
1.351696853819313,1.4401506160076667
1.3447779169817342,1.4911954867718562
1.3487972605688998,1.4614963074760499
1.329580800555675,1.4346075012912738
1.3352016389924615,1.4513060763135468
1.3484588614253263,1.452129715347942
1.6259341287795748,1.470331277737517
1.3774436743923921,1.5730147308028473
1.343448694928123,1.4631779183615863
1.3262359325491686,1.4647201435072472
1.3152396640247739,1.4374436160100572
1.3007679749196814,1.446871978105722
1.2969017678669092,1.4276663872307869
1.288532467681064,1.4133586354153846
1.2771846179111024,1.419700967429669
1.2805035501107196,1.4461456974741784
1.2671688119576023,1.440066763465146
1.2623693114094507,1.4350285275461439
1.241556411086019,1.4225736976398358
1.2396239895461953,1.420964020464167
1.2375205317633924,1.4600610832645762
1.2271400713374612,1.4300385122431774
1.215949812500725,1.4322002498467878
1.2109452052952785,1.4312959472077558
1.2037674584542388,1.4402938411469928
