training,validation
2.105183178651836,2.052287620521018
1.743617552843999,1.7043599902957773
1.701282931801412,1.629911939473467
1.5992060986873846,1.5762031523857667
1.5840148917220591,1.5742249244257815
1.5697411659190492,1.5696447727832652
1.561366608969134,1.555486854565301
1.5548821411293923,1.5382799170645856
1.5398445271970604,1.5368980484474386
1.527067057495375,1.5380231914523663
1.5205206897887606,1.5148818139146478
1.5179424303411029,1.5362012757678791
1.5030379953901092,1.5601092054427592
1.4932888161928541,1.525019101183191
1.4791331709799955,1.5104749314296861
1.4709084569890751,1.494942216591013
1.4632329875188725,1.4916678901809917
1.4535715231593713,1.504891094712072
1.4416574239295403,1.5255858214578648
1.4357069188409217,1.5126948257687367
1.4298574511435465,1.5052547984110765
1.4204900872294082,1.490462558719287
1.4088378056094077,1.4965038584113994
1.407287277990185,1.565174855151
1.393398570366714,1.4917331232874198
1.3857807042088226,1.488894859313917
1.3734183767013632,1.5032150874571317
1.3620477041553307,1.490514800318117
1.3603350509112961,1.4701309457767455
1.3481084058596082,1.5031219853747675
1.3392472008462781,1.4610016265915715
1.3285545993610917,1.4954203335976024
1.320435289890676,1.5010735180939643
1.3101156647573704,1.5993300803750365
1.3008770749284269,1.5125230024723801
1.2926427738210673,1.507417870605075
1.2771875991124821,1.481859087579477
1.2743046494741201,1.4813434534658907
1.2608376373618644,1.5002471464404195
1.2471452202908255,1.499525883665756
1.2493170694517768,1.471092320035957
1.230408702350706,1.505555866762495
