training,validation
2.5276947311755045,1.9866470397358125
2.152281521913405,1.9562917662499875
2.0558184136778266,1.9246098314653228
1.960452097294317,1.817984280634796
1.944681085078691,1.8227101148491556
1.8965140046379858,1.901929432703357
1.9161124200788926,1.8072059557218496
1.8507492191299755,1.7359928029178568
1.8491001003660539,1.7798694842855018
1.8446056377724622,1.702037966001813
1.7915619606883628,1.6875974642703684
1.7708961392670133,1.7518329777335935
1.7624917750393523,1.733216356005083
1.7382279583881208,1.602988206471629
1.7636611628098517,1.6254610254975292
1.7035878460046818,1.6010805946976612
1.6709988039581138,1.5858268790370416
1.6571605537576815,1.5722765670924965
1.6605202191745563,1.654331300764142
1.648534239501358,1.5529052892061186
1.6199008795632897,1.578950845762345
1.6646351574217724,1.5644497534621529
1.6050409466704205,1.5992164652980108
1.600918017734888,1.5318321711903864
1.5733927118300655,1.5544548265245115
1.57304359466566,1.5850366719862612
1.5477023453661498,1.5218903307249942
1.563390203326211,1.524842786983242
1.543319727793689,1.5313522714433598
1.553041347727365,1.520318784719269
1.5507858804886883,1.5587154735524926
1.5293200942612264,1.501769056678427
1.5256679895128882,1.5320613501297047
1.5254282456105623,1.5127773649246423
1.5111932580313139,1.5127665466423834
1.507473431833886,1.5269852605408964
1.5068028429922806,1.5274611460163503
1.5052745668218686,1.5306487216513647
1.5087099873279768,1.505137435192455
1.4989958458435049,1.5080762842634048
1.4875874564682359,1.529097123900387
1.4966917588483981,1.5395293914098884
1.4899796577865358,1.5105699765634537
