training,validation
2.246246325154785,1.805120150531384
1.781400612137469,1.6775475162755908
1.7014980197737537,1.6024456373457963
1.600564429377286,1.5775846925979813
1.5877437746631116,1.5638887375877053
1.7674881164142875,1.6632153927178177
1.5689815227486428,1.544487213662695
1.5502657370717403,1.6018532740667644
1.543295286937992,1.587160462760727
1.529036826945795,1.532959820642491
1.5198394507268804,1.5431488209848094
1.50890654291004,1.5496957432268246
1.4987749904695007,1.5561337541769027
1.4925599045729145,1.5336856157597545
1.4799786349978277,1.5245411607427801
1.4706393420417374,1.488954598119648
1.4623254307249312,1.562540419124682
1.4511307585923736,1.5037713264356607
1.4401530835934093,1.4637443556024412
1.4325644705767786,1.482644786592007
1.4162631125721035,1.467933380177834
1.4089905602298578,1.515813111966466
1.3966614480975685,1.4614308744230229
1.3847991057910067,1.4291338831094997
1.3722023342554563,1.4427088184235093
1.3617144730367636,1.447271070087392
1.349352636304582,1.4362802105874894
1.3396741466567235,1.4306565940628726
1.3293275824608448,1.422609944292956
1.3250760103367245,1.3912310317416328
1.369643296243694,1.4642698681341835
1.3130980959366858,1.3882001026787785
1.287518407288747,1.4224492567174234
1.279654252281748,1.4058259073696318
1.274042236610916,1.4270232218362329
1.2594759608676658,1.4192480576082773
1.257466169909403,1.406933379998283
1.2449370878402994,1.404303710766292
1.2335727819795372,1.4019356990889715
1.2255517978986334,1.3904783248249566
1.2205768371647687,1.4294800659326379
1.2063981554475782,1.4127993879182947
1.2262657908405714,1.3974165223919963
