training,validation
2.565465720837637,2.0236409898748637
2.0312946201406743,1.8493959434653833
1.872525369705475,1.8097302929669075
1.780658591174224,1.7056349388090188
1.711036031872409,1.6931182830497067
1.674130571708882,1.6879744092455693
1.6313189218008877,1.5891179051675568
1.6037753461774038,1.5988304197815457
1.581176743056813,1.6058880158739668
1.5689212633305372,1.565784648742733
1.5494396889062598,1.5695294624648826
1.5339239476404518,1.6416563815756442
1.5336161160156105,1.5430722870674523
1.5460198512750631,1.6276991069315263
1.5361655179752498,1.5739739078539692
1.518644808317685,1.5749033421420826
1.5298735896743416,1.6240969771424532
1.5166435616046035,1.5923679848482073
1.5526477709059348,1.5581567538866856
1.5095731958890257,1.5539570429475624
1.4975252964441175,1.580968437646154
1.4892093160947497,1.5373187406040807
1.4854507740807779,1.522215829709747
1.491621424158534,1.5287655907488598
1.4808982763396963,1.5242693630166142
1.4776748368429706,1.5570158033662287
1.478453049430552,1.5543387783908769
1.4649634988063711,1.5292055114893361
1.465794142226362,1.544864703638486
1.4661607728368302,1.5023613195239998
1.4536288234107353,1.501288588684609
1.4536371620368376,1.5092634207195326
1.446491763552395,1.5145106859856567
1.4517048141216657,1.5354823118080434
1.4536208252199674,1.520350834871879
1.4377545025646346,1.4965372299781896
1.4589410257397388,1.4952692513903194
1.4406790525710484,1.5019619905485462
1.426360904748541,1.4850735666936643
1.423684940884756,1.4799630914496689
1.4188240253944862,1.5065408414001142
1.4099829260231294,1.4804933238946645
1.4137188938620495,1.4901593900641257
1.4070940555864504,1.5654856985331975
1.4019488426159956,1.496024717326909
1.393771488287164,1.495991880170759
1.3945081172433151,1.4783613671241647
1.39178047952013,1.4662785890642518
1.3820721722544929,1.4664676799721086
1.381763443323644,1.4588280038645112
1.3792595288328122,1.4734242933213402
1.373106024651816,1.5066548899419592
1.3685395155287585,1.4534829585836753
1.3644535093583965,1.4569188256138184
1.3622012355607358,1.46806367909291
1.3578628989469326,1.4510726319747291
1.3541773982755578,1.426836056296897
1.3475998686094977,1.4377323968284301
1.3484391188683886,1.5142682206391405
1.3430156239410624,1.4762137278639746
1.3364097200880223,1.489967203251347
1.3363976161802469,1.4475702482556123
1.3281515632902483,1.4381566584765084
1.328371541450172,1.446778332506834
1.3235018751458554,1.4475772223644006
1.3218373899415914,1.4686832372222949
1.319242519991352,1.4220615096959963
1.3155556756693896,1.4701920491418075
1.3077753036626625,1.4330145900317
1.3192535407136707,1.4428031453562027
1.3078300133959513,1.446436289442082
1.2986020078074374,1.4320241198489696
1.2948355865399432,1.4225800233516441
1.3280109826196165,1.430267403983299
1.2949556740205026,1.4780921107740193
1.3073269604484739,1.43449119469153
1.2815371277157432,1.458110757145851
1.291941468091283,1.4299374669330651
