training,validation
2.2194014362108225,1.8725634502223487
1.8740156182454248,1.7431704513754136
1.762506041141085,1.6451187683903186
1.668246423649606,1.5999423704782876
1.636743317579023,1.5939836277292998
1.5921682558889636,1.5858066383130665
1.5984120362532377,1.5589408236913187
1.5700649990038875,1.5854455595186703
1.5689632790466772,1.6636882235710582
1.5644233674393184,1.5522248626417776
1.549710569873004,1.5244170551139176
1.54365719712254,1.6271603336021716
1.534277009174892,1.605892538742604
1.5215993414760653,1.5032694064027488
1.5197681784581891,1.484594794549804
1.4998994078092982,1.5241830485282364
1.4985884879123537,1.5466109950903628
1.4915181885407602,1.5077003224297896
1.477863460654919,1.5077595391732126
1.475863451943087,1.472168808408064
1.460329899175087,1.4698901817201482
1.44992381784134,1.4998297133720837
1.4410337968514852,1.4483531733234476
1.424630074164931,1.4873732494649448
1.4264760709812776,1.4973038446860591
1.4070343865696524,1.5377062048066767
1.399777350268493,1.4770047340951693
1.3873437693284743,1.4834409178594214
1.3861009412458651,1.4611689395859417
1.3717210140906557,1.4658275248795598
1.3691356455748793,1.4450305782305473
1.3393975541020264,1.4358856473023986
1.3400465649265871,1.4700981561765127
1.3195707443552225,1.4504257923780146
1.3080951022835035,1.4477773723561482
1.2961608898569479,1.4626383659113755
1.2852632934941626,1.4247265123862305
1.268804474236649,1.4672760671835035
1.2571590623629185,1.4768465818900887
1.241023990349281,1.4668345677056323
1.236780485955097,1.5373936679909967
1.2179950538765723,1.472462912837078
1.2126056222607806,1.472391841385531
1.1940295256004811,1.4767936015499534
1.180534151869846,1.4854663094718823
1.1776409332091744,1.4611282901637515
1.16140822494965,1.528784738621982
1.1484482260481337,1.5264819101508043
