time
165.31762497499585
165.7731734807603
165.7596561810933
165.73072013817728
164.74991055298597
165.7849254659377
166.00167285790667
165.808744286187
166.15412889793515
166.22091649938375
166.0644268062897
166.651713876985
166.10526147624478
166.0033037927933
166.13180575706065
166.2427326058969
165.89278187602758
166.24179723626003
166.33349393634126
165.97869351506233
166.35602225922048
166.22257608128712
166.45935160992667
166.58078345796093
166.33483176957816
165.94523163326085
165.94923894433305
165.46624456811696
165.60561844380572
166.16539100324735
166.05716201802716
166.4038379569538
166.16653407970443
165.4554652031511
166.16032060282305
165.8507259315811
166.1410578158684
166.2882884661667
165.90555496700108
167.03942565107718
166.33836040925235
165.8411322357133
166.60620558494702
166.5307028759271
166.35553170833737
166.52513456204906
166.34399983799085
165.83736549085006
165.80751505633816
166.3844636627473
165.82613188493997
165.585396126844
165.42418171279132
165.84831161098555
