training,validation
2.039994193724781,1.7520037047441614
1.6713460974189447,1.6220555118120301
1.5942723633500784,1.6166633614271604
1.647348293568189,1.5691427052265123
1.5700345924825192,1.5707591236565273
1.5930509300532798,1.5636680769343798
1.5499837074749792,1.5535041265633958
1.5351229807815083,1.5570237756431249
1.5270140390373246,1.5473811462227853
1.5132043120828647,1.532835339558796
1.4992249139074068,1.5150877977969055
1.4894619561694558,1.5010325358424088
1.4798443139257853,1.4900985190605307
1.467498099837193,1.4942845951127672
1.459243538737383,1.4920573321169188
1.447488920379767,1.494805226793936
1.4363244883440545,1.4791858241859568
1.429889812754963,1.5363250578973426
1.4335465115494936,1.492798548639712
1.417331263199165,1.4877522340327751
1.405184177989238,1.4651094529183135
1.4703875588471162,1.4739306995327368
1.3887405499189291,1.4634072387922223
1.4259684919721145,1.4632675092568705
1.388658324086244,1.459409249264385
1.403111743764792,1.4804597630832563
1.4280310849721551,1.471055919280465
1.3530699226716085,1.4561314094660414
1.341182925086572,1.4640467784630613
1.3301157196384794,1.465304126592594
1.3294702439032124,1.4349205011180832
1.3174250256180453,1.4455549642641667
1.3096559879248044,1.4360173848647058
1.2996438032288384,1.4486098929287394
1.2931790575648856,1.4350424202202794
1.2801584108195152,1.4413758269360264
1.29685794432164,1.4616574308295622
1.2649809123575828,1.4374715760330896
1.2499288920501113,1.4260057056234698
1.2494054948786628,1.4480141803149227
1.2966979897237352,1.4511544417279145
1.2651169862176945,1.451803941466342
1.2312913886491668,1.420422411711874
1.2123736204235016,1.4466413745500568
1.3977985399180528,1.4315624431752556
1.201922449686658,1.4542125291617056
1.1926077448431929,1.4550239262664513
1.1970144849939375,1.4375606281359756
1.4691719470198927,1.4282939347537524
1.1863450412443932,1.4542806532073878
1.1593803308470212,1.4353386093685938
1.1526510349060968,1.434093700906613
1.145981068475865,1.442110122063927
1.1374772923099692,1.452931852439757
