training,validation
2.877057577742983,2.4169160489507027
2.2694425150957542,1.8877652640290783
2.0446723435158107,1.811214368422324
1.8324289032412548,1.8960661154840577
1.7739947530696587,1.6928248150190757
1.7021833686376109,1.7559750596276076
1.6627959494282996,1.6444323231352194
1.622607939306282,1.6008559096478832
1.5899910552902154,1.626505593505433
1.5813589978307245,1.5736337469277384
1.5659523737199805,1.6207563973050045
1.5634523084957062,1.5684369031240326
1.5502867834667589,1.5774618870715047
1.5449760284290952,1.5727621538383585
1.5435712797484415,1.5851619007805153
1.557910226499698,1.5985016570355606
1.5354017786754421,1.6070518837263859
1.530716546922091,1.557255173471406
1.5290702613951956,1.6302292361356479
1.523773199048425,1.5395473462038347
1.517044504311868,1.5523745454556708
1.5033210443931904,1.531260840708447
1.5033728668152593,1.6946287490281011
1.4994734125410694,1.5579030076635687
1.4944249474756144,1.5283285746488184
1.4934175218759127,1.55320368362155
1.4794092443026527,1.5265412322313074
1.4783476554469295,1.5516283839548504
1.4715247717417264,1.565080093689509
1.4674877326102513,1.5207638730120752
1.469067838086949,1.561866722520049
1.4593952627774458,1.5090386983527315
1.4593353634844837,1.4896150374428705
1.4461209947556808,1.4974482497840411
1.4413305285082765,1.4963538693225147
1.4408528855356593,1.4883980172074625
1.4253800767975373,1.5201163540793385
1.423023010008246,1.5105345156065095
1.4177277854582686,1.5047508315546565
1.4188394253968986,1.5268727983809411
1.4086479002928034,1.5036480699352317
1.4092276043159775,1.4878996172027588
1.3994386535596508,1.505039782695345
1.3913542365188876,1.4795325225267044
1.3843387737451143,1.4841852187254283
1.3805672317091178,1.4537850972594117
1.3770230595891473,1.4629933574545924
1.3723190786025024,1.4685715749596338
1.3676381751841697,1.4719974956847481
1.3700708070277834,1.4722374738034694
1.35717769428044,1.4735444635864203
1.3532722030518018,1.4674239178387263
1.3498446619311657,1.4408603792435772
1.348158759302089,1.433383391951468
1.340866006688588,1.4280895725421954
1.330729876832893,1.429478306917279
1.3310590046050332,1.4387687205133244
1.3300518240061443,1.4260057037514982
1.3203589875396198,1.438409608731727
1.3198533505831307,1.4361325321433287
1.3190505436772257,1.4481737713592124
1.3141143163488043,1.4479866826214949
1.3689440282559442,1.4293027620697343
1.311984494489791,1.3974011795627932
1.3052383068927444,1.4116262408769336
1.2934053971720973,1.4630141477295147
1.300778069924232,1.4111679241735662
1.289172005822069,1.4264926050325741
1.2846232440786642,1.4221380608736707
1.2821946565168085,1.42209316508265
1.2774736953751504,1.401788296579997
1.2700030028536444,1.432287630480079
1.285952489531904,1.4482673040927099
1.2757290938320711,1.4046203866695977
1.257924399885858,1.3903544093053493
1.269108964202554,1.4645059852288946
1.2604451150625353,1.4008285343212585
1.2503659186332028,1.3885823420810066
1.243881475896268,1.4071230382384619
1.2430308050728267,1.3900963796504928
1.2342153758489371,1.426519782689638
1.2286773075976898,1.4137086636346141
1.2324487700625317,1.451559289737761
1.2221430302074938,1.3936315781272728
1.21945293524566,1.455977009902217
1.2181016132636684,1.3994663204809783
1.2134542358237008,1.4033148938673683
1.2070077649245887,1.4011135453950412
1.2077674015185746,1.424739976842323
