training,validation
2.693969925091095,2.085431807009232
2.048175583844152,1.8206057439205463
3.171730126146331,1.945022127778261
1.8072683103684077,1.6884820508895289
1.7453294781310216,1.6479127057586922
1.6780794205570593,1.6144228611437077
1.6200949327539695,1.6046557463240805
1.589637650397861,1.5893166832945154
1.5785988856142301,1.5999807092129554
1.556945365258326,1.5715069910707726
1.541141712232781,1.589987516346694
1.5262111574265094,1.5928349289522719
1.523481642693882,1.5476581623541212
1.5146757658206131,1.5344183771951585
1.5158193533750954,1.576537034894273
1.5116564079938841,1.577770945046559
1.5164997549203574,1.5327516092616444
1.5047156633302228,1.6102497158843905
1.4986533434034497,1.555666572104212
1.4913105982576025,1.5296881583176347
1.4853202870283528,1.529216789594364
1.4740544720402415,1.5206132865686666
1.472478722668099,1.498793915812297
1.4628270364981284,1.522836179167549
1.4557952872524005,1.5026768700405715
1.4545655940799405,1.4780953599889628
1.4494930475564454,1.495495660221087
1.4443026705316384,1.5071423963710375
1.4475006129502983,1.5168324124723922
1.4298714281681228,1.4781665072349435
1.4245351077292532,1.4998989299658574
1.4110355404128518,1.469450502544892
1.417842696701146,1.4908845965342925
1.4092553869058648,1.5592547714349385
1.4060062745546194,1.4792788381310484
1.391995649808233,1.476272426349284
1.3955502272577363,1.5131269987834475
1.3800425581114164,1.4565156653387135
1.3720873013292927,1.467820730862393
1.3702555216747294,1.4956560097080864
1.364070142048311,1.4755678732452353
1.357694155478207,1.4694748500078143
1.3598239942257937,1.4863183290657527
1.3399930972371035,1.4482206892191494
1.338177771351786,1.4570906281836342
1.331597288910758,1.4411002860427207
1.3269836687902963,1.4629061821592912
1.3155385065418435,1.425558277619087
1.3224987690884416,1.4489833856588417
1.3078012982203617,1.4432994282911507
1.337126394165041,1.4431561906449912
1.765974322285253,1.5283791186441862
1.3809604576352972,1.4532987982889403
2.0329768086399964,1.5722958105755562
1.4737237096222935,1.4810121771873976
1.5495878821547788,1.544916324147357
1.7446087922222522,1.4643620657827885
1.7286476241535595,1.4982502198753023
1.4003227320828309,1.4528470819566384
