training,validation
2.536154645727317,2.091173965784261
2.293590576525147,2.0583609389630264
2.1827751767795496,1.8546182212970528
1.8193201695543268,1.7477298112308093
1.7202367964541025,1.6930232390897515
1.6550114713732906,1.6790159976851995
1.6174301679902576,1.6588996080515488
1.6075068541960627,1.6225756542997547
1.599963584385388,1.5949196347630352
1.5767721335598766,1.5832162850390892
1.5712273344155065,1.5910086317163903
1.5648839541817006,1.6522275680927465
1.564648447078069,1.6514356024865164
1.5446162361581384,1.5710730765190397
1.5392140266695635,1.586658706543226
1.5374072329586808,1.584177858175003
1.5291355126162585,1.5680904533165931
1.5190406896154456,1.5506765075594715
1.5132873321810338,1.5225294370577227
1.5043748101761192,1.5381359554816698
1.5094189994879261,1.5234068070278632
1.5019916775418476,1.5307139046972384
1.4886576459462477,1.5162206560772056
1.48644873995761,1.567026681340882
1.4854195898509281,1.5184960769185627
1.4740204612567847,1.5388051616641998
1.4721529936803686,1.5153128420482649
1.459071946275161,1.5257359171284162
1.4680801860986474,1.529385360749713
1.45863637114947,1.5078581877195483
1.4536088601101484,1.5742207359131055
1.4492971279013256,1.5100161849111355
1.4471570746590279,1.5002686011708
1.4393828479767978,1.527880260746221
1.4400853023313354,1.490240109533873
1.4586826809745068,1.4786906598592386
1.4454823854211276,1.5003344719232763
1.4424065717651235,1.4786817953643923
1.4563785490255026,1.496728873835397
1.4423746346048067,1.496406411948369
1.4154857981571833,1.4752908922926868
1.4211288618353874,1.5050488785714664
1.4289088875179332,1.4990423801480257
1.4281798143156814,1.5003899077453726
1.4036107383255154,1.4987940092680476
1.3935520554786174,1.4577780704173724
1.3915998800040452,1.5182732451917746
1.394679670175843,1.4736064021206776
1.3831438734219175,1.4661068528878711
1.3865192150060957,1.473489961468921
1.3685452703692242,1.4722771923231206
1.3702672330317291,1.4716578390199433
1.3703997585648493,1.4459987557657779
1.3601900779063807,1.4609406904705928
1.3632569072767997,1.4492274260968128
1.3529433204094772,1.4426695293987473
1.3502468975113031,1.5070599975929024
1.3534028916285599,1.4113615395786987
1.3386826596666495,1.4896217526858768
1.3414314901753215,1.4428048210608944
1.3337621698704574,1.4403206197535015
1.3309312332685364,1.4199842520633066
1.3248135611427188,1.4700371033339177
1.3197899949111978,1.477627092904533
1.3156528432175503,1.415509412059127
1.3136632415944398,1.444960049106636
1.3159035116172026,1.4263536093487499
1.3073322297968777,1.4325227431960117
1.3003478541960045,1.432754088805486
