training,validation
2.778214995018564,2.0244378216230947
2.0002189690560943,1.874155042942649
1.923280559963335,2.0616199305767795
1.8482597572439166,1.7242524780562805
1.7569443738932717,1.6826643775423946
1.7159030902409085,1.6148502836237675
1.6688233562173418,1.5953194125115717
1.6302047554151173,1.556277636952724
1.616419325461555,1.5639900722382443
1.5956221101462238,1.5837127436009588
1.5819361205800506,1.5435086504130031
1.5739809382036265,1.5087545322213107
1.562858838577807,1.5142618318820171
1.5628448376687252,1.535284650835457
1.552654775220159,1.4893943853478686
1.549307084336918,1.506926955858785
1.546716281550797,1.5438538792520444
1.533463336232691,1.483206414434794
1.531367860855686,1.5094417044798338
1.5253815443767522,1.46067595503237
1.5160422395792919,1.4803517939649857
1.5142844247653917,1.5813375791142756
1.5145611884056394,1.5085801630047335
1.4999829037242918,1.449727128597597
1.4990678172741216,1.4466165541512657
1.490603244869787,1.4912351358534324
1.478340199683927,1.4829743148800254
1.4834118763920698,1.4734944722676686
1.4735642063903494,1.5414529939916097
1.4686648240188405,1.4604977564012667
1.4627129280577245,1.458984922353055
1.4568201333823556,1.464054045385404
1.4465184676489948,1.444141919741633
1.4459392125316308,1.4664319715329142
1.4304882520778084,1.4515902893889396
1.429031434391427,1.435472097227581
1.4187215976498606,1.4637765203531778
1.4059164328012677,1.4700251705054137
1.4079221187903699,1.4536239545363325
1.3962571205617655,1.466026013952326
1.3915431328902275,1.452011917337655
1.3763015052529513,1.437756667633741
1.3710557887960122,1.47294362675623
1.376960652530471,1.463672074061547
1.375606209837131,1.4948530057838856
1.3529258143748952,1.4624173347295228
1.3449496603331985,1.4452395625165013
