training,validation
2.1778038425593853,1.7964579452560003
1.7227444443500153,1.7481356164296304
1.637799191099734,1.5909619677742504
1.5948456174374288,1.5966758376373178
1.5809988370280876,1.5820389143701594
1.5783492084082726,1.708581708084443
1.5996818599924367,1.5491167052713575
1.5450522642631839,1.5816145766728567
1.5337153142231215,1.5442384983960458
1.5287102700599402,1.5333653029586325
1.518267110099111,1.52354207985169
1.5058999844403786,1.5521532657695114
1.499879391393248,1.513068586825935
1.4866031308929262,1.5618862624814271
1.474617211466559,1.5053970125870662
1.4636391738949879,1.5235965125473634
1.4528667576882566,1.5103195880669602
1.4456261599048847,1.4828647607497234
1.4349136467126864,1.509461660384528
1.4231449090565995,1.4839726327522216
1.4052455620282585,1.4774820533277073
1.3981473057064877,1.4789548766920553
1.3900862749437466,1.4941496112264865
1.378354349307603,1.4706882317730765
1.369619026790342,1.4586382582766462
1.360840757822644,1.4491953624492109
1.345701025788025,1.4693004448008415
1.3348037089171851,1.4723013838069614
1.3302805855709583,1.4469732817450842
1.3181059802168718,1.450593631220591
1.3131405597629413,1.4437116092525357
1.2982073838682202,1.424517879967864
1.291243936913412,1.4602256008220131
1.301666711359141,1.4711990988736052
1.274041341776603,1.4425665532744687
1.267333567258032,1.4421545065459425
1.2657228123003197,1.415134103569818
1.2545655582715618,1.4508291892787943
1.2448507490323846,1.4380671221228676
1.2383074280027597,1.4153640406947323
1.2315662426367795,1.4230754567980242
1.2212912132503018,1.450286426408594
1.211665914790394,1.4522393547655625
1.2047116233586193,1.4556824350923143
1.1990863955159488,1.4726939757832511
1.1932371385762084,1.4379674911429607
1.1847154546522014,1.4364451199365122
1.171403756369869,1.476318878897686
