training,validation
2.563646393260155,2.0308682130429156
2.05222307159885,1.9606944131925295
2.0206541273746175,1.955986536016077
1.984556563645739,1.8909369006385681
1.8948222577085594,1.7700163189304792
1.8560853417545393,1.7550808514989675
1.8328828200679819,1.751681394374429
1.7791403935780603,1.6820432817628947
1.796130153574205,1.7078122046282993
1.7459134776129377,1.6695362586102298
1.7070659796047116,1.5861607705989542
1.68439188666464,1.5934545432732243
1.6623132002972774,1.6769932810983847
1.6419631341777996,1.5495569640009654
1.6172313240874612,1.5691076152771557
1.6110913484016056,1.54076663601277
1.6005555262522635,1.5371856616402817
1.5847926358815652,1.5814013402720397
1.620581678925967,1.5801683890099487
1.5766646803185262,1.5238056888627944
1.5799138490814528,1.5231797890534347
1.5615727973578652,1.5445851496803717
1.5502715844595985,1.4838913000630667
1.5510702101143818,1.5206187490146161
1.5500870775822093,1.5509882514954443
1.5326752519668654,1.488227365981359
1.5267837543955252,1.4948061032501894
1.502035195335034,1.5022434407336573
1.5106885093726488,1.5403094991150659
1.5065648132181064,1.4860221758985321
1.5070680468178999,1.5137965712135548
1.5142144303919847,1.4650706404083493
1.502558417313426,1.4864406233184855
1.5077442483314454,1.5032500664542743
1.4925094514572632,1.4797839669002502
1.4866680863516457,1.4737686207850345
1.504251809668713,1.5092194918492883
1.4955128694786546,1.4670807085115418
1.478034451820459,1.5452604791976088
1.4797606969250647,1.4678628121866013
1.4668065083780917,1.5255123890773663
1.481281845511474,1.4855078039085305
1.4732656556369357,1.4796316784668966
